Date,Open,High,Low,Close,Adj Close,Volume
2022-08-21,21082.396484,21584.640625,21025.410156,21450.439453,21450.439453,23012532155
2022-08-22,21447.792969,21447.792969,20929.886719,21531.794922,21531.794922,31863147715
2022-08-23,21533.945313,21639.406250,21131.224609,21600.099609,21600.099609,31984913508
2022-08-24,21598.460938,21851.169922,21305.326172,21463.269531,21463.269531,32064212956
2022-08-25,21463.708984,21791.402344,21405.037109,21664.152344,21664.152344,31119531567
2022-08-26,21659.318359,21725.210938,20272.464844,20333.218750,20333.218750,42479716254
2022-08-27,20335.689453,20414.265625,19960.378906,20112.125000,20112.125000,30222499731
2022-08-28,20111.417969,20209.783203,19742.873047,19742.873047,19742.873047,24523391716
2022-08-29,19741.201172,20360.416016,19721.193359,20276.195313,20276.195313,32602801022
2022-08-30,20276.810547,20545.109375,19573.501953,19750.187500,19750.187500,34402151969
2022-08-31,19752.953125,20346.310547,19752.953125,19973.794922,19973.794922,33099342465
2022-09-01,19974.527344,20143.310547,19757.466797,20224.716797,20224.716797,30328353496
2022-09-02,20223.644531,20370.679688,19897.353516,20064.068359,20064.068359,29261522450
2022-09-03,20064.015625,20131.625000,19791.371094,19925.734375,19925.734375,23724552286
2022-09-04,19926.121094,20170.126953,19729.541016,20172.349609,20172.349609,25480345215
2022-09-05,20174.445313,20188.324219,19844.910156,19910.027344,19910.027344,28955481570
2022-09-06,19915.406250,20225.146484,18984.921875,19033.146484,19033.146484,43854382000
2022-09-07,19033.162109,19408.599609,18860.371094,19297.730469,19297.730469,35253289201
2022-09-08,19297.347656,19418.828125,19196.421875,19310.755859,19310.755859,32162701900
2022-09-09,19309.062500,21123.392578,19285.066406,21065.994141,21065.994141,47755087325
2022-09-10,21061.816406,21435.525391,20852.798828,21356.978516,21356.978516,36362838255
2022-09-11,21355.013672,21618.072266,21087.466797,21616.785156,21616.785156,34252356324
2022-09-12,21617.669922,22140.179688,21431.626953,22084.777344,22084.777344,49570880589
2022-09-13,22085.796875,22291.380859,20126.269531,20340.894531,20340.894531,51202341982
2022-09-14,20228.498047,20493.400391,19821.562500,20277.402344,20277.402344,37940323940
2022-09-15,20278.605469,20385.480469,19641.564453,19725.560547,19725.560547,36433988322
2022-09-16,19728.359375,19931.375000,19388.628906,19740.730469,19740.730469,30074833536
2022-09-17,19745.173828,20130.029297,19745.173828,20095.130859,20095.130859,24917216694
2022-09-18,20094.789063,20094.789063,19366.726563,19376.414063,19376.414063,31185424789
2022-09-19,19375.482422,19583.664063,18436.146484,19485.476563,19485.476563,40056431439
2022-09-20,19486.935547,19509.816406,18884.794922,18945.289063,18945.289063,36897489543
2022-09-21,18945.785156,19916.292969,18590.478516,18865.097656,18865.097656,47157959402
2022-09-22,18852.128906,19772.287109,18761.455078,19731.429688,19731.429688,41809324990
2022-09-23,19730.257813,19809.197266,19130.355469,19910.898438,19910.898438,40132156516
2022-09-24,19910.230469,19923.855469,19465.406250,19542.843750,19542.843750,26986222552
2022-09-25,19542.121094,19746.890625,19321.361328,19412.433594,19412.433594,24118253972
2022-09-26,19414.294922,19895.716797,19417.287109,19982.449219,19982.449219,45893779574
2022-09-27,19981.583984,21130.902344,19736.343750,19915.501953,19915.501953,61038527227
2022-09-28,19909.326172,20217.232422,19419.699219,20014.087891,20014.087891,54675909451
2022-09-29,20015.179688,20224.664063,19460.669922,19912.349609,19912.349609,41749234793
2022-09-30,19912.736328,20503.761719,19770.923828,19824.312500,19824.312500,44863548096
2022-10-01,19823.613281,19864.472656,19616.761719,19699.398438,19699.398438,19094957998
2022-10-02,19699.148438,19758.781250,19366.669922,19441.177734,19441.177734,21198925496
2022-10-03,19441.136719,19983.035156,19439.347656,19955.748047,19955.748047,31000744505
2022-10-04,19955.753906,20408.285156,19902.173828,20369.748047,20369.748047,35945344302
2022-10-05,20368.802734,20377.843750,20091.798828,20339.480469,20339.480469,33518385923
2022-10-06,20339.806641,20584.394531,20323.841797,20384.904297,20384.904297,35458437285
2022-10-07,20387.066406,20428.861328,19867.556641,20070.548828,20070.548828,30010373624
2022-10-08,20070.013672,20126.863281,19804.421875,19924.640625,19924.640625,16867541219
2022-10-09,19925.576172,20053.908203,19855.570313,19975.679688,19975.679688,17295505469
2022-10-10,19975.669922,20015.492188,19685.085938,19710.349609,19710.349609,28240067025
2022-10-11,19707.791016,19779.984375,19518.183594,19639.001953,19639.001953,29597054008
2022-10-12,19640.267578,19777.720703,19629.386719,19739.679688,19739.679688,25708459530
2022-10-13,19739.185547,19898.964844,18991.757813,19844.625000,19844.625000,45273200813
2022-10-14,19844.246094,20295.064453,19663.025391,19735.287109,19735.287109,39553939842
2022-10-15,19735.062500,19762.943359,19564.113281,19613.884766,19613.884766,16656110695
2022-10-16,19615.199219,19917.214844,19615.199219,19782.628906,19782.628906,18469292681
2022-10-17,19783.109375,20058.757813,19695.789063,19860.890625,19860.890625,27908350107
2022-10-18,19860.595703,19928.232422,19441.207031,19603.666016,19603.666016,31005869596
2022-10-19,19604.285156,19620.416016,19586.103516,19598.539063,19598.539063,22963192819
2022-10-20,19597.054688,19631.408203,19433.962891,19484.068359,19484.068359,25047170832
2022-10-21,19483.519531,19505.035156,19323.474609,19443.509766,19443.509766,32918164818
2022-10-22,19443.419922,19525.625000,19402.714844,19485.171875,19485.171875,16336666996
2022-10-23,19484.710938,19933.865234,19399.968750,19839.810547,19839.810547,22437313986
2022-10-24,19840.583984,19888.447266,19460.154297,19572.322266,19572.322266,30556236210
2022-10-25,19571.707031,20418.166016,19516.314453,20170.089844,20170.089844,47937955983
2022-10-26,20166.457031,20804.611328,20164.111328,20577.941406,20577.941406,58350102868
2022-10-27,20580.281250,20681.226563,20317.232422,20353.023438,20353.023438,49789468768
2022-10-28,20355.150391,20853.308594,20212.369141,20667.621094,20667.621094,44149093368
2022-10-29,20667.371094,21062.042969,20638.652344,20891.527344,20891.527344,40511498416
2022-10-30,20891.033203,20990.404297,20642.824219,20729.804688,20729.804688,31630080723
2022-10-31,20727.888672,20932.070313,20524.050781,20732.398438,20732.398438,46195709265
2022-11-01,20731.511719,20795.619141,20557.275391,20739.085938,20739.085938,40312664325
2022-11-02,20736.744141,20820.451172,20464.150391,20541.525391,20541.525391,56604883095
2022-11-03,20544.771484,20741.554688,20610.130859,20729.242188,20729.242188,44339426458
2022-11-04,20727.994141,21374.083984,20690.943359,21184.300781,21184.300781,64185047442
2022-11-05,21181.898438,21482.273438,21134.619141,21317.808594,21317.808594,37908493588
2022-11-06,21320.177734,21380.595703,21070.984375,21077.324219,21077.324219,35335569263
2022-11-07,21075.445313,21195.945313,20450.919922,20566.699219,20566.699219,53417047712
2022-11-08,20564.560547,20635.365234,17499.066406,18392.849609,18392.849609,118039930919
2022-11-09,18395.318359,18456.923828,15661.395508,15849.860352,15849.860352,102704795276
2022-11-10,15852.233398,17705.773438,15809.522461,17255.771484,17255.771484,81636333539
2022-11-11,17252.318359,17331.992188,16080.843750,16424.142578,16424.142578,53870351057
2022-11-12,16426.630859,16455.363281,16053.459961,16213.078125,16213.078125,28680878604
2022-11-13,16213.596680,16330.417969,15796.938477,15835.814453,15835.814453,26348067437
2022-11-14,15834.519531,16582.339844,15410.023438,16103.035156,16103.035156,48091705519
2022-11-15,16102.342773,16423.699219,16029.814453,16301.791016,16301.791016,35336096844
2022-11-16,16301.527344,16369.059570,15789.336914,16038.634766,16038.634766,32641703726
2022-11-17,16039.583984,16101.672852,15869.745117,16106.125000,16106.125000,26897961057
2022-11-18,16106.504883,16340.963867,16029.243164,16141.691406,16141.691406,25967626142
2022-11-19,16140.185547,16236.895508,16017.025391,16153.449219,16153.449219,15568340052
2022-11-20,16154.775391,16187.504883,15737.996094,15770.038086,15770.038086,20630753760
2022-11-21,15769.448242,15769.448242,15234.934570,15408.910156,15408.910156,36532413039
2022-11-22,15404.046875,15811.793945,15273.316406,15701.486328,15701.486328,29800107605
2022-11-23,15707.129883,16013.544922,15683.867188,15944.168945,15944.168945,31636334826
2022-11-24,15945.062500,16096.625000,15832.670898,15953.935547,15953.935547,25105353987
2022-11-25,15951.826172,15952.632813,15741.800781,15865.791992,15865.791992,17936579787
2022-11-26,15865.538086,16003.521484,15762.862305,15809.002930,15809.002930,17283608415
2022-11-27,15808.621094,15989.207031,15855.138672,15862.076172,15862.076172,19719673404
2022-11-28,15857.827148,15875.421875,15460.833984,15678.680664,15678.680664,26821568319
2022-11-29,15678.987305,15928.067383,15593.771484,15928.907227,15928.907227,22841645014
2022-11-30,15929.385742,16487.519531,15929.385742,16471.539063,16471.539063,28324948897
2022-12-01,16470.998047,16385.826172,16049.254883,16116.961914,16116.961914,21748173431
2022-12-02,16118.433594,16218.266602,16131.018555,16218.266602,16218.266602,18544469786
2022-12-03,16219.631836,16244.251953,16026.710938,16045.781250,16045.781250,15390540350
2022-12-04,16045.718750,16281.863281,16041.229492,16247.135742,16247.135742,15956947589
2022-12-05,16245.625977,16424.753906,16136.502930,16171.797852,16171.797852,21158441563
2022-12-06,16172.191406,16330.746094,16182.046875,16326.098633,16326.098633,19001419647
2022-12-07,16326.100586,16359.901367,16019.413086,16027.472656,16027.472656,18717035116
2022-12-08,16026.732422,16356.066406,15977.717773,16326.217773,16326.217773,19417560064
2022-12-09,16324.961914,16367.995117,16236.149414,16244.917969,16244.917969,19274539758
2022-12-10,16245.931641,16332.431641,16241.229492,16248.855469,16248.855469,12054059993
2022-12-11,16249.791992,16376.317383,16243.125977,16257.107422,16257.107422,13423070672
2022-12-12,16255.499023,16329.627930,16076.055664,16322.681641,16322.681641,18609983128
2022-12-13,16322.683594,16820.679688,16218.597656,16736.257813,16736.257813,25069337961
2022-12-14,16736.960938,17154.388672,16621.232422,16687.332031,16687.332031,23917306155
2022-12-15,16685.453125,16720.275391,16294.892578,16322.278320,16322.278320,19705742862
2022-12-16,16321.979492,16452.953125,15649.158203,15708.399414,15708.399414,22675985898
2022-12-17,15707.926758,15857.841797,15674.422852,15852.651367,15852.651367,13651972395
2022-12-18,15853.140625,15875.103516,15760.838867,15832.535156,15832.535156,10321068134
2022-12-19,15833.540039,15861.481445,15459.555664,15491.159180,15491.159180,16227470460
2022-12-20,15493.145508,15982.218750,15492.875000,15911.115234,15911.115234,21384560398
2022-12-21,15909.442383,15921.787109,15786.716797,15853.267578,15853.267578,14029601625
2022-12-22,15854.064453,15839.223633,15677.452148,15875.791992,15875.791992,15509072793
2022-12-23,15875.133789,15921.419922,15859.444336,15746.622070,15746.622070,14370710930
2022-12-24,15746.644531,15809.933594,15743.412109,15794.045898,15794.045898,9135177431
2022-12-25,15793.811523,15806.043945,15777.098633,15857.252930,15857.252930,10974843059
2022-12-26,15857.500000,15903.123047,15816.237305,15902.823242,15902.823242,11172480318
2022-12-27,15902.340820,15935.183594,15632.481445,15716.216797,15716.216797,14805618249
